TEI,TEO,TCI,TCO,kW,TEA,TCA,TRE,TRC,TRC_sub,T_suc,Tsh_suc,TR_dis,Tsh_dis,TO_sump,PO_net,label,evap_temp_diff,cond_temp_diff,estimated_cooling_tons,cop,efficiency_kw_per_ton
60.48,50.43,85.49,95.07,83.73,8.3,5.6,42.0,100.4,9.9,46.8,4.8,124.7,24.0,115.7,103.8,1,10.049999999999997,9.579999999999998,245.398675,10.307740833333332,0.3411998862667046
60.48,50.43,85.49,95.03,83.38,8.1,5.7,42.0,100.7,10.0,46.8,4.8,124.7,23.8,116.2,105.3,1,10.049999999999997,9.540000000000006,244.37288333333333,10.307740833333334,0.34119988626670456
60.48,50.43,85.49,95.03,83.47,8.3,5.7,42.0,100.7,10.0,46.8,4.7,124.7,24.0,116.2,106.9,1,10.049999999999997,9.540000000000006,244.63665833333334,10.307740833333334,0.34119988626670456
60.48,50.39,85.49,95.03,83.82,8.2,5.9,42.1,100.7,10.0,46.8,4.8,124.7,23.8,116.0,105.0,1,10.089999999999996,9.540000000000006,245.66244999999995,10.307740833333332,0.3411998862667046
60.48,50.43,85.53,95.07,83.66,8.3,5.6,41.8,100.7,9.9,46.8,4.8,124.7,24.0,116.2,104.4,1,10.049999999999997,9.539999999999992,245.19351666666665,10.307740833333332,0.34119988626670456
60.48,50.43,85.53,95.07,83.65,8.3,6.1,42.0,100.9,10.0,46.8,5.0,124.7,23.6,116.2,106.9,1,10.049999999999997,9.539999999999992,245.16420833333333,10.307740833333334,0.3411998862667046
60.48,50.43,85.53,95.07,83.8,8.1,6.1,42.0,100.9,10.0,46.8,4.7,124.5,24.0,116.2,105.0,1,10.049999999999997,9.539999999999992,245.60383333333334,10.307740833333334,0.34119988626670456
60.48,50.43,85.45,95.07,83.52,8.1,5.9,42.0,100.4,9.6,46.8,4.8,124.7,24.3,116.2,102.0,1,10.049999999999997,9.61999999999999,244.78319999999997,10.307740833333332,0.3411998862667046
60.43,50.39,85.49,95.07,83.54,8.3,5.9,42.0,100.9,9.9,46.8,4.8,124.5,23.8,116.2,105.0,1,10.04,9.579999999999998,244.8418166666667,10.307740833333334,0.34119988626670456
60.48,50.43,85.49,95.07,84.06,8.3,5.5,42.0,100.7,10.2,46.8,4.8,124.7,23.6,116.2,105.5,1,10.049999999999997,9.579999999999998,246.36585000000002,10.307740833333334,0.34119988626670456
60.48,50.43,85.49,95.07,83.53,8.3,5.7,42.0,100.4,9.6,46.8,4.8,124.7,24.3,116.4,105.0,1,10.049999999999997,9.579999999999998,244.81250833333334,10.307740833333332,0.34119988626670456
60.48,50.43,85.49,95.11,83.7,8.3,6.1,41.8,100.9,9.6,46.8,4.8,124.7,23.8,116.2,103.3,1,10.049999999999997,9.620000000000005,245.31075,10.307740833333334,0.34119988626670456
60.48,50.43,85.49,95.07,83.93,8.3,5.7,41.8,100.7,10.0,46.8,4.8,124.5,24.0,116.4,105.8,1,10.049999999999997,9.579999999999998,245.9848416666667,10.307740833333334,0.34119988626670456
60.48,50.43,85.49,95.03,83.7,8.3,5.4,42.0,100.4,9.6,46.8,4.8,124.7,24.3,116.4,105.0,1,10.049999999999997,9.540000000000006,245.31075,10.307740833333334,0.34119988626670456
60.48,50.39,85.49,95.07,83.89,8.2,6.1,42.1,100.9,10.0,46.8,4.8,124.7,23.8,116.4,106.5,1,10.089999999999996,9.579999999999998,245.86760833333335,10.307740833333334,0.34119988626670456
60.48,50.43,85.45,95.03,84.16,8.0,5.9,42.1,100.9,10.2,46.6,4.6,124.7,24.0,116.4,107.8,1,10.049999999999997,9.579999999999998,246.6589333333333,10.307740833333332,0.3411998862667046
60.48,50.39,85.45,95.03,83.86,8.1,5.9,42.0,100.4,9.6,46.8,5.0,124.7,24.3,116.2,106.3,1,10.089999999999996,9.579999999999998,245.7796833333333,10.307740833333332,0.3411998862667046
60.48,50.39,85.49,95.07,83.93,8.2,5.7,42.0,100.7,10.2,46.8,4.7,124.7,23.8,116.4,105.5,1,10.089999999999996,9.579999999999998,245.9848416666667,10.307740833333334,0.34119988626670456
60.43,50.39,85.49,95.07,84.01,8.3,5.7,42.0,100.7,10.2,46.8,4.8,124.7,23.8,116.4,105.7,1,10.04,9.579999999999998,246.21930833333334,10.307740833333332,0.34119988626670456
60.48,50.35,85.49,95.07,83.87,8.3,5.9,42.0,100.7,9.7,46.6,4.8,124.7,24.3,116.4,105.2,1,10.129999999999995,9.579999999999998,245.80899166666669,10.307740833333334,0.34119988626670456
60.43,50.39,85.49,95.11,84.07,8.3,5.7,42.0,100.7,10.2,46.8,4.8,124.5,23.8,116.4,106.5,1,10.04,9.620000000000005,246.3951583333333,10.307740833333334,0.34119988626670456
60.43,50.39,85.49,95.07,84.2,8.3,5.7,42.0,100.7,10.2,46.6,4.8,124.5,24.0,116.4,104.7,1,10.04,9.579999999999998,246.77616666666665,10.307740833333332,0.3411998862667046
60.43,50.35,85.45,95.07,83.86,8.1,5.7,42.0,100.7,10.0,46.8,4.8,124.7,24.0,116.4,106.3,1,10.079999999999998,9.61999999999999,245.7796833333333,10.307740833333332,0.3411998862667046
60.43,50.35,85.49,95.07,84.06,8.5,6.1,42.0,100.9,9.9,46.8,5.0,124.5,23.6,116.4,106.5,1,10.079999999999998,9.579999999999998,246.36585000000002,10.307740833333334,0.34119988626670456
60.43,50.35,85.49,95.07,84.26,8.3,5.7,42.0,100.7,10.2,46.8,5.0,124.7,24.0,116.7,105.4,1,10.079999999999998,9.579999999999998,246.95201666666668,10.307740833333332,0.34119988626670456
60.43,50.35,85.45,95.07,83.97,8.1,5.7,42.0,100.7,9.6,46.8,5.0,124.7,24.1,116.4,103.8,1,10.079999999999998,9.61999999999999,246.102075,10.307740833333334,0.34119988626670456
60.43,50.35,85.49,95.03,84.18,8.3,5.9,41.8,100.7,9.9,46.8,4.8,124.5,23.8,116.7,106.8,1,10.079999999999998,9.540000000000006,246.71755000000002,10.307740833333332,0.34119988626670456
60.39,50.35,85.49,95.07,84.18,8.1,5.9,42.0,100.9,10.0,46.8,4.7,124.5,23.8,116.7,104.9,1,10.04,9.579999999999998,246.71755000000002,10.307740833333332,0.34119988626670456
60.43,50.35,85.45,95.07,84.11,8.3,5.7,42.0,100.7,10.2,46.8,5.0,124.7,23.8,116.7,104.2,1,10.079999999999998,9.61999999999999,246.51239166666667,10.307740833333334,0.34119988626670456
60.43,50.35,85.49,95.07,84.2,8.1,5.9,42.0,100.9,10.1,46.8,4.8,124.5,23.6,116.4,107.3,1,10.079999999999998,9.579999999999998,246.77616666666665,10.307740833333332,0.3411998862667046
60.43,50.31,85.49,95.07,84.27,8.3,5.7,41.8,100.7,10.2,46.8,4.8,124.5,24.0,116.7,104.9,1,10.119999999999997,9.579999999999998,246.981325,10.307740833333334,0.34119988626670456
60.43,50.31,85.49,95.11,84.06,8.1,6.1,42.0,100.9,9.9,46.8,5.0,124.7,23.8,116.7,103.8,1,10.119999999999997,9.620000000000005,246.36585000000002,10.307740833333334,0.34119988626670456
60.35,50.31,85.45,95.07,84.12,8.1,5.9,41.8,100.7,9.9,46.8,4.6,124.5,24.0,116.7,106.5,1,10.04,9.61999999999999,246.54170000000005,10.307740833333336,0.34119988626670456
60.39,50.31,85.45,95.11,84.37,8.1,5.7,42.0,100.7,10.2,46.8,4.8,124.7,24.0,116.7,106.5,1,10.079999999999998,9.659999999999997,247.27440833333333,10.307740833333332,0.3411998862667046
60.39,50.31,85.49,95.11,84.22,8.1,5.7,42.0,100.7,10.0,46.6,4.6,124.7,23.8,116.9,102.5,1,10.079999999999998,9.620000000000005,246.83478333333332,10.307740833333332,0.3411998862667046
60.35,50.27,85.49,95.11,84.45,8.0,5.5,42.0,101.1,10.4,46.8,4.6,124.5,23.6,116.7,106.3,1,10.079999999999998,9.620000000000005,247.50887500000002,10.307740833333334,0.34119988626670456
