timestamp,ambient_temp,total_load_kw,p1_critical_kw,p2_essential_kw,p3_deferrable_kw,p4_noncritical_kw
2019-06-27 12:16:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:17:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:18:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:21:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:22:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:23:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:24:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:25:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:26:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:27:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:28:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:29:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:30:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:31:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:32:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:33:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:34:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:35:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:38:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:39:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:40:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:43:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:44:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:45:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:46:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:47:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:48:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:49:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:50:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:51:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:52:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:53:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:54:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:55:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:56:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 12:59:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:00:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:01:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:02:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:03:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:04:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:05:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:06:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:07:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:08:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:09:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:10:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:11:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:12:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:13:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:14:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:15:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:16:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:17:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:18:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:19:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:20:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:21:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:22:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:23:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:24:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:25:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:26:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:27:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:28:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:29:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:30:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:31:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:32:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:33:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:34:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:35:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:36:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:37:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:38:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:39:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:40:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:41:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:42:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:45:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:46:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:47:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:48:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:49:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:50:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:51:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:52:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:53:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-27 13:54:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:55:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:56:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:57:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:58:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 13:59:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:00:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:01:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:02:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:03:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:04:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:05:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:06:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:07:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:08:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:09:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:10:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:11:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:12:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:13:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:14:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:15:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:16:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:17:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:18:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:19:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:20:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:21:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:22:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:23:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:24:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:25:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:26:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:27:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:28:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:29:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:30:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:31:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:32:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:33:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:34:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:35:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:36:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:37:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:38:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:39:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:40:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:41:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:42:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:45:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:46:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:47:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:49:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:50:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:51:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:52:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:53:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:54:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:55:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:56:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:57:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:58:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 14:59:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:00:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:02:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:03:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:04:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:05:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:06:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:08:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:09:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:10:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:13:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:14:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:15:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:16:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:18:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:19:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:20:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:21:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:22:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:23:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:24:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:25:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:26:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:27:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:28:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:29:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:30:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:31:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:32:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:33:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:34:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:35:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:36:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:37:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:38:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:39:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:40:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:41:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-27 15:42:00,0.0,750.0,225.0,262.5,150.0,112.5
2019-06-27 15:43:00,0.0,750.0,225.0,262.5,150.0,112.5
2019-06-27 15:44:00,0.0,750.0,225.0,262.5,150.0,112.5
2019-06-28 10:44:00,33.0,1146.0,343.8,401.1,229.2,171.9
2019-06-28 10:45:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:46:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:47:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:48:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:49:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:50:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:51:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:52:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:53:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:54:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:55:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:56:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:57:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:58:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 10:59:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:00:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:01:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:02:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:03:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:04:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:05:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:06:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:07:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:08:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:09:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:10:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:11:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:12:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:13:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:14:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:15:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:16:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:17:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:18:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:19:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:20:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:21:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:22:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:23:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:24:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:25:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:26:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 11:27:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:25:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:26:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:27:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:28:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:29:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:30:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:31:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:32:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:34:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 12:36:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:37:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:38:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:39:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:40:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:42:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:43:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:44:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:45:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:46:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:47:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:48:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:49:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:50:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:51:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:52:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:53:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:54:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:55:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:56:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:57:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:58:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 12:59:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:00:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:01:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:02:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:03:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:05:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:06:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:07:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:08:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:09:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:10:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:11:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:12:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:13:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:14:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:15:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:16:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:17:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:18:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:19:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:20:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:21:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:22:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:23:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:24:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:25:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:26:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:27:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:28:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:29:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:30:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:31:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:32:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:33:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:34:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:35:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:36:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:37:00,34.0,1158.0,347.4,405.3,231.6,173.7
2019-06-28 13:38:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:39:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:40:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:41:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:42:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:43:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:44:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:45:00,35.0,1170.0,351.0,409.5,234.0,175.5
2019-06-28 13:46:00,35.0,1170.0,351.0,409.5,234.0,175.5
